eq_id,shareClassFIGI,legal_name
EQ0021607,BBG001SJWS53,YUEYANG XINGCHANG PETRO-CH-A
EQ0021608,BBG001SJWS71,YUNNAN BAIYAO GROUP CO LTD-A
EQ0021610,BBG001SJWSB6,YANTAI CHANGYU PIONEER-B
EQ0021612,BBG001SJWSD4,MOON ENVIRONMENT TECHNOLOG-A
EQ0021613,BBG001SJWSF2,WULIANGYE YIBIN CO LTD-A
EQ0021614,BBG001SJWSG1,CHINA HIGH-SPEED RAILWAY -A
EQ0021615,BBG001SJWSH0,YUAN LONGPING HIGH-TECH AG-A
EQ0021616,BBG001SJWSM4,YUNNAN TIN CO LTD-A
EQ0021617,BBG001SJWSN3,YUNNAN NANTIAN ELECTRONICS-A
EQ0021618,BBG001SJWSP1,YUNNAN COPPER CO LTD-A
EQ0021619,BBG001SJWSQ0,YUNNAN ALUMINIUM CO LTD-A
EQ0021620,BBG001SJWSS8,ZHANGJIAJIE TOURISM GROUP-A
EQ0021621,BBG001SJWST7,ZHEJIANG ZHENYUAN CO LTD-A
EQ0021622,BBG001SJWSV4,ZHONGYUAN ENVIRONMENT-A
EQ0021623,BBG001SJWSX2,GREE ELECTRIC APPLIANCES I-A
EQ0021625,BBG001SJWT06,XIWANG FOODSTUFFS CO LTD -A
EQ0021627,BBG001SJWT24,INFORE ENVIRONMENT TECHNOL-A
EQ0021628,BBG001SJWT33,UNITTEC CO LTD - A
EQ0021629,BBG001SJWT42,ZHEJIANG QIANJIANG MOTOR-A
EQ0021630,BBG001SJWT51,ZHONGSHAN PUBLIC UTILITIES-A
EQ0021631,BBG001SJWT60,ZHONGTONG BUS HOLDING CO L-A
EQ0021632,BBG001SJWT88,ZHUHAI ZHONGFU ENTERPRISE-A
EQ0021633,BBG001SJWT97,ZHUHAI HUAJIN CAPITAL CO L-A
EQ0021634,BBG001SJWTQ8,CELLBXHEALTH PLC
EQ0021635,BBG001SJX1C3,YW COMPANY LTD
EQ0021636,BBG001SJX1R7,AINSWORTH GAME TECHNOLOGY LT
EQ0021637,BBG001SJX1S6,AROVELLA THERAPEUTICS LTD
EQ0021638,BBG001SJX3J2,PHA CO LTD
EQ0021639,BBG001SJX3K0,SUNGWOO TECHRON COMPANY
EQ0021640,BBG001SJX3V8,OTELLO CORP ASA
EQ0021641,BBG001SJX829,CEMTREX INC
EQ0021642,BBG001SJX8X5,MUMIAS SUGAR CO LTD ORD 5.00
EQ0021643,BBG001SJX9G2,THERMWOOD CORP
EQ0021644,BBG001SJXGK1,NIDEC CHAUN-CHOUNG TECHNOLOG
EQ0021645,BBG001SJXHD7,OLIVE RESOURCE CAPITAL INC
EQ0021646,BBG001SJXKW9,BIM SON CEMENT JSC
EQ0021648,BBG001SJXMY3,HU LANE ASSOCIATE INC
EQ0021649,BBG001SJXN53,ANTEC INC
EQ0021650,BBG001SJXP30,MEDIKIT CO LTD
EQ0021651,BBG001SJXQ29,DEVELOPMENT ADVANCE SOLUTION
EQ0021652,BBG001SJXQ65,HIGHER WAY ELECTRONIC CO LTD
EQ0021653,BBG001SJXR63,UNID CO LTD
EQ0021654,BBG001SJXR72,WEICHAI POWER CO LTD-H
EQ0021656,BBG001SJXTB3,DIGUANG INTERNATIONAL DEVELO
EQ0021657,BBG001SJXV00,SHIN HWA WORLD LTD
EQ0021658,BBG001SJXVG3,RENO GOLD CORP
EQ0021659,BBG001SJXVT9,TBH GLOBAL CO LTD
EQ0021660,BBG001SJXVY3,REINET INVESTMENTS SCA
EQ0021661,BBG001SJXWJ8,EGYPTIANS HOUSING DEVELOPMT
EQ0021662,BBG001SJXWL5,EVE HEALTH GROUP LTD
EQ0021663,BBG001SJXWN3,MCMILLAN SHAKESPEARE LTD
EQ0021664,BBG001SJXX60,WESTWOOD HOLDINGS GROUP INC
EQ0021665,BBG001SJXXK4,TUHAMA FOR FINANCIAL INVESTM
EQ0021666,BBG001SJXXN1,IMPACT MINERALS LTD
EQ0021667,BBG001SJY123,CO2 SOLUTIONS INC
EQ0021668,BBG001SJY1J5,YANGARRA RESOURCES LTD
EQ0021669,BBG001SJY1K3,TAIWAN SURFACE MOUNTING TECH
EQ0021670,BBG001SJY2P6,PREMIUM GLOBAL INCOME SPLIT
EQ0021671,BBG001SJY2T2,PURATION INC
EQ0021672,BBG001SJY392,MARR SPA
EQ0021673,BBG001SJY4K7,HUBEI CHUTIAN SMART COMMU-A
EQ0021674,BBG001SJY4V5,EPICON BHD
EQ0021675,BBG001SJY5S6,SPECTACULAR SOLAR INC
EQ0021676,BBG001SJY7T1,COMPLII FINTECH SOLUTIONS LT
EQ0021677,BBG001SJY8D6,PRO-HAWK CORP
EQ0021678,BBG001SJYB03,SEMICONDUCTOR MANUFACTURI-H
EQ0021679,BBG001SJYBK1,ZHEJIANG SUNRIVER CULTURE -A
EQ0021680,BBG001SJYML6,BANK MNC INTERNASIONAL TBK P
EQ0021681,BBG001SJYQP3,KONCAR DISTRIBUTIVNI I SPECI
EQ0021682,BBG001SJYWL4,ENDURANCE EXPLORATION GROUP
EQ0021683,BBG001SJYYJ3,AECC AERO SCIENCE & TECHNO-A
EQ0021684,BBG001SJZ2V8,WYNN RESORTS LTD
EQ0021685,BBG001SJZ6V9,CHARLIE'S HOLDINGS INC
EQ0021686,BBG001SJZ8B7,NEW ASIA HOLDINGS INC
EQ0021687,BBG001SJZ8Q1,VICTORY OILFIELD TECH INC
EQ0021688,BBG001SJZCF4,OMAXE LTD
EQ0021689,BBG001SJZDB6,NIPPON INDIA ETF NIFTY BEES
EQ0021690,BBG001SJZH45,FIRST INTERNET BANCORP
EQ0021691,BBG001SJZHC6,ZIJING INTERNATIONAL FINANCI
EQ0021692,BBG001SJZK39,ASPEN AEROGELS INC
EQ0021693,BBG001SJZP47,MAVEN INCOME AND GROWTH VCT
EQ0021694,BBG001SJZRG0,SHAANXI AEROSPACE POWER HI-A
EQ0021695,BBG001SJZT49,EO2
EQ0021696,BBG001SJZWR7,PING AN INSURANCE GROUP CO-H
EQ0021697,BBG001SJZX22,INVESCO GLOBAL EQU IN TR PLC
EQ0021698,BBG001SJZX68,COMMUNICATION CABLE SYSTEMS
EQ0021699,BBG001SJZY66,SHANYING INTL HLDG CO LTD-A
EQ0021700,BBG001SJZZJ9,XINYI GLASS HOLDINGS LTD
EQ0021701,BBG001SK01K7,HG METAL MANUFACTURING LTD
EQ0021703,BBG001SK03L2,EUREKA GROUP HOLDINGS LTD
EQ0021704,BBG001SK03X9,UNIVERSAL LOGISTICS HOLDINGS
EQ0021706,BBG001SK06F2,FLUXYS BELGIUM
EQ0021707,BBG001SK0822,PURADYN FILTER TECHNOLOGIES
EQ0021708,BBG001SK08L1,SEVEN ARTS ENTERTAINMENT INC
EQ0021709,BBG001SK08N9,KGI FINANCIAL HOLDING CO LTD
EQ0021710,BBG001SK08P7,HUA NAN FINANCIAL HOLDINGS C
EQ0021711,BBG001SK08Q6,FUBON FINANCIAL HOLDING CO
EQ0021712,BBG001SK09H4,INSPIRATION HEALTHCARE GROUP
EQ0021713,BBG001SK0B34,CNNC INTERNATIONAL LTD
EQ0021714,BBG001SK0BB5,MACAUTO INDUSTRIAL CO LTD
EQ0021715,BBG001SK0BG0,GRANULES INDIA LTD
EQ0021716,BBG001SK0C69,IBX GROUP INC
EQ0021717,BBG001SK0DY6,NORTHERN 3 VCT PLC-ORD
EQ0021718,BBG001SK0FH0,PHOENITRON HOLDINGS LTD
EQ0021719,BBG001SK0HM0,ADDEX THERAPEUTICS LTD
EQ0021720,BBG001SK0J55,LODGYSLIFE AG
EQ0021721,BBG001SK0JQ2,EXCHANGE INCOME CORP
EQ0021722,BBG001SK0JS0,COMET RIDGE LTD
EQ0021723,BBG001SK0K43,BLOOMIOS INC
EQ0021724,BBG001SK0LB3,TOMTOM NV
EQ0021725,BBG001SK0M67,NORWOOD SYSTEMS LTD
EQ0021726,BBG001SK0M76,EASTERN STAR REAL ESTATE PCL
EQ0021727,BBG001SK0MJ3,CAVVY ENERGY LTD
EQ0021728,BBG001SK0PG9,SAHARA HOSPITALITY
EQ0021729,BBG001SK0PH8,VOLVERE PLC
EQ0021730,BBG001SK0RX6,THE SHANGHAI COMMERCIAL & SA
EQ0021731,BBG001SK0SG3,BUREAU VERITAS SA
EQ0021732,BBG001SK0SK8,SOLAR THIN FILMS INC
EQ0021733,BBG001SK0TW3,KMA HOLDING INC
EQ0021734,BBG001SK0VH5,ILJIN DISPLAY CO LTD
EQ0021735,BBG001SK0VN8,PROTOKINETIX INC
EQ0021736,BBG001SK0X90,GEMTEK TECHNOLOGY CORP
EQ0021737,BBG001SK0ZT3,CAPITALAND ASCENDAS REIT
EQ0021738,BBG001SK1162,CARMEN CENTURY INVESTMENT LT
EQ0021739,BBG001SK11N3,CANNABUSINESS GROUP INC
EQ0021740,BBG001SK11P1,GANSU MOGAO INDUSTRIAL DEV-A
EQ0021741,BBG001SK12M2,SICHUAN HONGDA CO LTD -A
EQ0021742,BBG001SK12R7,XTREME MOTORSPORTS INTERNATI
EQ0021743,BBG001SK13Q6,ALPHA TRUST - ANDROMEDA
EQ0021744,BBG001SK1411,BULGARIAN AMERICAN CREDIT BA
EQ0021745,BBG001SK16L4,LMWW HOLDINGS INC
EQ0021746,BBG001SK1983,BIMI INTERNATIONAL MEDICAL I
EQ0021747,BBG001SK19N6,BEIHAI GOFAR CHUANSHAN BIO-A
EQ0021748,BBG001SK19X5,ORNAPAPER BHD
EQ0021749,BBG001SK1BG9,WEBLINK INTERNATIONAL INC
EQ0021750,BBG001SK1BQ8,ASJ INC
EQ0021751,BBG001SK1CT3,LONGWELL CO
EQ0021753,BBG001SK1DJ2,SHUN ON ELECTRONIC CO LTD
EQ0021754,BBG001SK1HY6,ENTREPRENDRE
EQ0021755,BBG001SK1JC6,MAYINGLONG PHARMACEUTICAL-A
EQ0021756,BBG001SK1JJ9,LBC EXPRESS HOLDINGS INC
EQ0021757,BBG001SK1JK7,DELIVERY TECHNOLOGY SOLUTION
EQ0021758,BBG001SK1M57,JOCHU TECHNOLOGY CO LTD
EQ0021759,BBG001SK1MS2,FRANKLIN STREET PROPERTIES C
EQ0021760,BBG001SK1PD1,NAN LIU ENTERPRISE CO LTD
EQ0021761,BBG001SK1R10,RICEBRAN TECHNOLOGIES
EQ0021763,BBG001SK1SZ1,EJ HOLDINGS INC
EQ0021764,BBG001SK1TQ9,FORMOSA ADVANCED TECH CO LTD
EQ0021765,BBG001SK1VG5,FU CHUN SHIN MACHINERY MANUF
EQ0021766,BBG001SK1Y06,TECMIRA HOLDINGS INC
EQ0021767,BBG001SK1Z30,PROTOCALL TECHNOLOGIES INC
EQ0021768,BBG001SK1ZK1,E.SUN FINANCIAL HOLDING CO
EQ0021769,BBG001SK2090,DONGYANG S.TEC CO LTD
EQ0021770,BBG001SK20B7,GUYOUNG TECHNOLOGY CO LTD
EQ0021771,BBG001SK20F3,KL-NET CORP
EQ0021772,BBG001SK20G2,DAEHAN NEW PHARM CO LTD
EQ0021773,BBG001SK20H1,LS MARINE SOLUTION CO LTD
EQ0021774,BBG001SK20J9,NUVOTEC CO LTD
EQ0021775,BBG001SK20K7,BG T&A CO
EQ0021776,BBG001SK20Q1,KOREA CREDIT INFORMATION CO
EQ0021777,BBG001SK20T8,XREF LTD
EQ0021778,BBG001SK21K5,NEW WORLD BRANDS INC
EQ0021779,BBG001SK21N2,GLOBAL LINKS CORP
EQ0021780,BBG001SK2606,FIRST RELIANCE BANCSHARES IN
EQ0021781,BBG001SK2651,DICK'S SPORTING GOODS INC
EQ0021782,BBG001SK26L3,PIA CORP
EQ0021783,BBG001SK26Q8,SEAWRIGHT HOLDINGS INC
EQ0021784,BBG001SK28L9,LOGIC INSTRUMENT
EQ0021785,BBG001SK28N7,INPAQ TECHNOLOGY CO LTD
EQ0021786,BBG001SK28Z4,TONGYI CARBON NEUTRAL TECH-A
EQ0021787,BBG001SK2946,E-LIFE MALL CORPORATION
EQ0021788,BBG001SK2964,TESGAS SA
EQ0021789,BBG001SK2973,ATEN INTERNATION CO LTD
EQ0021790,BBG001SK29B8,SWISS WATER DECAFFEINATED CO
EQ0021791,BBG001SK29X4,XIWANG PROPERTY HOLDINGS CO
EQ0021792,BBG001SK2B69,TAIWAN UNION TECHNOLOGY CORP
EQ0021793,BBG001SK2BN0,T SPIRITUAL WORLD LTD
EQ0021794,BBG001SK2JG1,ILEX MEDICAL LTD
EQ0021795,BBG001SK2L49,GUIZHOU GUIHANG AUTOMOTIVE-A
EQ0021796,BBG001SK2P31,NORTHERN OIL AND GAS INC
EQ0021797,BBG001SK2QV8,SAEAN GROUP INC
EQ0021798,BBG001SK2RP3,MEDIA LINKS CO LTD
EQ0021799,BBG001SK2TV2,STROEER SE & CO KGAA
EQ0021800,BBG001SK2YL2,ANPEC ELECTRONICS CORP
EQ0021801,BBG001SK2YV1,FULLERTON TECHNOLOGY CO LTD
EQ0021802,BBG001SK2YW0,LEATEC FINE CERAMICS CO LTD
EQ0021803,BBG001SK2YZ7,CATHAY FINANCIAL HOLDING CO
EQ0021804,BBG001SK3062,KOREA COMPUTER TERMINAL INC
EQ0021805,BBG001SK30P1,DELTAMAC TAIWAN CO LTD
EQ0021806,BBG001SK30Q0,FKS MULTI AGRO TBK PT
EQ0021807,BBG001SK31F0,PGI INC
EQ0021808,BBG001SK31Y9,MERKUR PRIVATBANK KGAA
EQ0021809,BBG001SK3277,LIMAS INDONESIA MAKMUR TBK P
EQ0021810,BBG001SK32W9,DNI BETEILIGUNGEN AG-BEARER
EQ0021811,BBG001SK33S2,VMOTO LTD
EQ0021812,BBG001SK3605,NCR RESOURCES LTD
EQ0021813,BBG001SK37P6,KSL HOLDINGS BHD
EQ0021814,BBG001SK3856,DOVARRI INC
EQ0021815,BBG001SK3FS5,KARMARTS PCL
EQ0021816,BBG001SK3JJ7,ABUNDIA GLOBAL IMPACT GROUP
EQ0021817,BBG001SK3KL1,KODA LTD
EQ0021818,BBG001SK3KP7,KLABIN SA-SPONS ADR
EQ0021819,BBG001SK3P49,LIVECHAIN INC
EQ0021820,BBG001SK3PP6,COPPER FOX METALS INC
EQ0021821,BBG001SK3RZ1,MILDEF CRETE INC
EQ0021822,BBG001SK3SY0,ENTERTAINMENT NETWORK INDIA
EQ0021823,BBG001SK3TN0,SPORTON INTERNATIONAL INC
EQ0021824,BBG001SK3VD6,FIREPOINT ENERGY INC
EQ0021825,BBG001SK40G0,SOHAR INTERNATIONAL BANK
EQ0021827,BBG001SK42B1,GRANDTECH CG SYSTEMS INC
EQ0021828,BBG001SK42D9,CAMEO COMMUNICATIONS INC
EQ0021829,BBG001SK42Y6,GOLDEN BRIDGE ELECTECH INC
EQ0021830,BBG001SK4686,SINOFORTUNE FINANCIAL HOLDIN
EQ0021831,BBG001SK46C1,FORTUNE INDONESIA TBK PT
EQ0021832,BBG001SK47N7,DIOS EXPLORATION INC
EQ0021833,BBG001SK47V8,XIAMEN ANNE CORP -A
EQ0021834,BBG001SK49F2,SMITHS NEWS PLC
EQ0021835,BBG001SK4BC0,BUT'ONE INFORMATION CORP -A
EQ0021836,BBG001SK4BS3,SUPRAJIT ENGINEERING LTD
EQ0021837,BBG001SK4CY4,TINGO GROUP INC
EQ0021838,BBG001SK4FM0,INFOSEARCH MEDIA INC
EQ0021839,BBG001SK4G66,TREASURE ISLAND ROYALTY TRUS
EQ0021840,BBG001SK4H28,SEIRYO ELECTRIC CORP
EQ0021842,BBG001SK4HH2,EVERCORE HOLDINGS INC
EQ0021844,BBG001SK4JV2,WASION HOLDINGS LTD
EQ0021845,BBG001SK4K76,APPLIED DIGITAL CORP
EQ0021846,BBG001SK4M36,ENERGY WORLD CORP LTD
EQ0021847,BBG001SK4M90,ORAMED PHARMACEUTICALS INC
EQ0021849,BBG001SK4R80,GENERAL DE ALQUILER DE MAQUI
EQ0021850,BBG001SK4S60,BANCA MEDIOLANUM SPA
EQ0021851,BBG001SK4SB4,WELLELL INC
EQ0021852,BBG001SK4T59,KEC INTERNATIONAL LTD
EQ0021853,BBG001SK4WX1,SHAANXI BAOGUANG VACUUM EL-A
EQ0021854,BBG001SK4YQ5,BUMI CITRA PERMAI TBK PT
EQ0021855,BBG001SK4YV9,SILVER VALLEY METALS CORP
EQ0021856,BBG001SK4ZQ2,ATC VENTURE GROUP INC
EQ0021857,BBG001SK5195,AEON FANTASY CO LTD
EQ0021858,BBG001SK5248,MATRIX IT LTD
EQ0021859,BBG001SK52N7,WHITECAP RESOURCES INC
EQ0021860,BBG001SK5364,BIOLIGHT LIFE SCIENCES LTD
EQ0021861,BBG001SK53P3,APEX INTERNATIONAL CO LTD
EQ0021862,BBG001SK54D4,HANSEYACHTS AG
EQ0021863,BBG001SK5676,YIEH UNITED STEEL CORP
EQ0021864,BBG001SK56B1,TOPOINT TECHNOLOGY CO LTD
EQ0021865,BBG001SK56G6,MACNICA GALAXY INC
EQ0021866,BBG001SK5916,KING POLYTECHNIC ENGINEERING
EQ0021867,BBG001SK5B66,TASLY PHARMACEUTICAL GROUP-A
EQ0021868,BBG001SK5FG6,RAFFLES EDUCATION LTD
EQ0021869,BBG001SK5FS3,VISUAL PHOTONICS EPITAXY CO
EQ0021870,BBG001SK5FV9,PC DIRECT INC
EQ0021871,BBG001SK5G47,AZION CORPORATION
EQ0021872,BBG001SK5KB0,WELLSTAR INTERNATIONAL INC
EQ0021873,BBG001SK5KP5,PARLO BHD
EQ0021874,BBG001SK5KV8,ORION OYJ-CLASS B
EQ0021875,BBG001SK5LR1,VIDEO RIVER NETWORKS INC
EQ0021876,BBG001SK5LZ2,CHEOPS TECHNOLOGY
EQ0021877,BBG001SK5MP1,GLOBAL PVQ SE
EQ0021878,BBG001SK5Q72,SINGATRON ENTERPRISE CO LTD
EQ0021879,BBG001SK5QQ1,SOURCENEXT CORP
EQ0021880,BBG001SK5S78,NEW FRONTIER ENERGY INC
EQ0021881,BBG001SK5SJ5,RESILIENT HEALTHCARE CORP
EQ0021882,BBG001SK5W24,MLABS SYSTEMS BHD
EQ0021883,BBG001SK5WZ8,BANYAN TREE HOLDINGS LTD
EQ0021884,BBG001SK5X59,VGTEL INC
EQ0021885,BBG001SK5Y02,PARROT SA
EQ0021886,BBG001SK5ZK7,GLOBAL DEVELOPMENT & ENVIRON
EQ0021887,BBG001SK5ZL6,KRONOS ADVANCED TECHNOLOGIES
EQ0021888,BBG001SK6032,REPOSITRAK INC
EQ0021889,BBG001SK6096,AMERIPRISE FINANCIAL INC
EQ0021890,BBG001SK60Y8,DONGFENG MOTOR GRP CO LTD-H
EQ0021891,BBG001SK6158,URANIUM ENERGY CORP
EQ0021893,BBG001SK63T8,NITIN SPINNERS LTD
EQ0021894,BBG001SK6498,SHANGHAI RURAL COMMERCIAL -A
EQ0021895,BBG001SK6531,SUPERROBOTICS HOLDINGS LTD
EQ0021896,BBG001SK66M8,HAZAMA ANDO CORP
EQ0021897,BBG001SK67Z2,ADVANCED WIRELESS SEMICONDUC
EQ0021898,BBG001SK6817,FORWARD ELECTRONICS CO LTD
EQ0021899,BBG001SK6835,CHIP HOPE CO LTD
EQ0021900,BBG001SK68F2,INYX INC
EQ0021901,BBG001SK69G9,IDENTA CORP
EQ0021902,BBG001SK69H8,GRUPO TMM SA-SER A
EQ0021903,BBG001SK69Z8,PRAP JAPAN INC
EQ0021904,BBG001SK6BV7,TENPOS HOLDINGS CO LTD
EQ0021905,BBG001SK6C90,BOLIVAR MINING CORP
EQ0021906,BBG001SK6CX3,LEMAITRE VASCULAR INC
EQ0021907,BBG001SK6GC7,FIRST FINANCIAL HOLDING CO
EQ0021908,BBG001SK6HH0,CP ALL PCL
EQ0021909,BBG001SK6HJ8,SHINTO HOLDINGS INC
EQ0021910,BBG001SK6J77,GLOBAL ONE REIT
EQ0021911,BBG001SK6JL1,HOKUHOKU FINANCIAL GROUP INC
EQ0021912,BBG001SK6JP7,INTERCONEXION ELECTRICA-ADR
EQ0021914,BBG001SK6JW9,KING INTERNATIONAL INVESTMEN
EQ0021915,BBG001SK6KD7,FIRICH ENTERPRISES CO LTD
EQ0021916,BBG001SK6PS0,TREE ISLAND STEEL LTD
EQ0021917,BBG001SK6RQ8,NGS GROUP AB
EQ0021918,BBG001SK6S04,SILICON TOUCH TECHNOLOGY INC
EQ0021919,BBG001SK6SL1,VS INTERNATIONAL GROUP
EQ0021920,BBG001SK6SY7,DIMENSION COMPUTER TECH.
EQ0021921,BBG001SK6W50,FORESIGHT VENTURES VCT PLC
EQ0021922,BBG001SK6Z80,DATAGATE BILGISAYAR MALZEMEL
EQ0021923,BBG001SK6ZD4,CAMBRIDGE NUTRITIONAL SCIENC
EQ0021924,BBG001SK72D6,BANNARI AMMAN SPINNING MILLS
EQ0021925,BBG001SK72L7,NANKAI CHEMICAL CO LTD
EQ0021926,BBG001SK74V2,IMPLENIA AG-REG
EQ0021927,BBG001SK77C6,BL PHARMTECH CORP
EQ0021928,BBG001SK77N4,INTEGRAGEN
EQ0021929,BBG001SK7825,QIMING INFORMATION TECH -A
EQ0021930,BBG001SK7923,TRUST-SEARCH CORP LTD
EQ0021931,BBG001SK7C17,JIAHUA STORES HOLDINGS
EQ0021932,BBG001SK7CD4,OMESTI BHD
EQ0021933,BBG001SK7CN3,KGL RESOURCES LTD
EQ0021934,BBG001SK7DP9,GLORY SUN LAND GROUP LTD
EQ0021935,BBG001SK7F56,SYN-TECH CHEM & PHARM CO LTD
EQ0021936,BBG001SK7G18,GERMAN HIGH STREET PROPERTIE
EQ0021937,BBG001SK7GN4,SHEARWATER GROUP PLC
EQ0021938,BBG001SK7HC4,KURAUDIA HOLDINGS CO LTD
EQ0021939,BBG001SK7HV3,RECOMM CO LTD
EQ0021940,BBG001SK7K28,GENERAL EUROPEAN STRATEGIC I
EQ0021941,BBG001SK7K73,NORTH EUROPEAN OIL RTY TRUST
EQ0021942,BBG001SK7NF8,SHI CORP
EQ0021943,BBG001SK7Q25,ELRINGKLINGER AG
EQ0021944,BBG001SK7QF1,SOTKAMO SILVER AB
EQ0021945,BBG001SK7QP0,WINTEST CORP
EQ0021946,BBG001SK7RM1,DONPON PRECISION INC
EQ0021947,BBG001SK7RT4,E&R ENGINEERING CORP
EQ0021948,BBG001SK7S58,WORLEY LTD
EQ0021949,BBG001SK7SC0,ZO FUTURE GROUP
EQ0021950,BBG001SK7TD7,TV TODAY NETWORK LTD
EQ0021951,BBG001SK7V06,ALPHA NETWORKS INC
EQ0021952,BBG001SK7VZ8,LBS BINA GROUP BHD
EQ0021953,BBG001SK7W04,AYALALAND LOGISTICS HOLDINGS
EQ0021954,BBG001SK7W59,RIVER ELETEC CORP
EQ0021956,BBG001SK7YR1,CARNEGIE DEVELOPMENT INC
EQ0021957,BBG001SK7ZL4,GOLDSANDS DEVELOPMENT CO
EQ0021958,BBG001SK7ZS7,CONNEXIONONE CORP
EQ0021959,BBG001SK8085,RESGREEN GROUP INTERNATIONAL
EQ0021960,BBG001SK80N8,VIETNAM ENTERPRISE INV LTD-C
EQ0021961,BBG001SK8138,GLADSTONE COMMERCIAL CORP
EQ0021962,BBG001SK81F5,TRADESHOW MARKETING CO LTD
EQ0021963,BBG001SK82B7,CAM RESOURCES BHD
EQ0021965,BBG001SK83W2,INTREPID METALS CORP
EQ0021966,BBG001SK8450,SPUNTECH INDUSTRIES LTD
EQ0021967,BBG001SK8496,REFLECTKOTE INC
EQ0021968,BBG001SK8806,ONELINK CORP
EQ0021969,BBG001SK8842,PALRED TECHNOLOGIES LTD
EQ0021970,BBG001SK8B45,YUANTA FINANCIAL HOLDING CO
EQ0021971,BBG001SK8BN4,OFFSHORE OIL ENGINEERING-A
EQ0021972,BBG001SK8CJ7,TS FINANCIAL HOLDING CO LTD
EQ0021973,BBG001SK8K27,BILI SOCIAL INTERNATIONAL IN
EQ0021974,BBG001SK8P26,MITCHELLS & BUTLERS PLC
EQ0021975,BBG001SK8SB0,SONG SHANG ELECTRONICS CO LT
EQ0021976,BBG001SK8TZ2,CARERX CORP
EQ0021977,BBG001SK8YR0,PAN RAM INTERNATIONAL CORP
EQ0021978,BBG001SK9155,BONTERRA ENERGY CORP
EQ0021979,BBG001SK93M2,ARBEIT-TIMES CO LTD
EQ0021980,BBG001SK93S6,INNOVOTECH INC
EQ0021981,BBG001SK9468,ALFRESA HOLDINGS CORP
EQ0021982,BBG001SK9814,CHUN CAN CAPITAL GROUP
EQ0021983,BBG001SK9BX2,KARELIAN DIAMOND RESOURCES
EQ0021984,BBG001SK9FP2,CENTRAL PETROLEUM LTD
EQ0021985,BBG001SK9GQ9,NOCERA INC
EQ0021986,BBG001SK9GV3,INSTEEL INDUSTRIES INC
EQ0021987,BBG001SK9HT4,XINJIANG TIANFU ENERGY CO-A
EQ0021988,BBG001SK9MK2,ODYSSEY GOLD LTD
EQ0021989,BBG001SK9NQ4,BCB BANCORP INC
EQ0021990,BBG001SK9P89,ATAKULE GAYRIMENKUL YATIRIM
EQ0021991,BBG001SK9V59,NEXGENRX INC
EQ0021992,BBG001SK9WS2,POWERTECH INDUSTRIAL CO LTD
EQ0021993,BBG001SK9WZ4,RECRUIT HOLDINGS CO LTD
EQ0021994,BBG001SK9XS0,CROSS PLUS INC
EQ0021995,BBG001SK9YV4,ACME HOLDINGS BHD
EQ0021996,BBG001SK9Z41,IONDRIVE LTD
EQ0021997,BBG001SK9ZD1,ARCTIC STAR EXPLORATION CORP
EQ0021998,BBG001SK9ZN0,HAEMATO AG
EQ0021999,BBG001SKB2R6,TAIWAN HOPAX CHEMS MFG CO LT
EQ0022000,BBG001SKB2Z7,ADM ENDEAVORS INC
EQ0022001,BBG001SKB312,EURO TREND YATIRIM ORTAKLIGI
EQ0022002,BBG001SKB3W8,DERMISONICS INC
EQ0022003,BBG001SKB642,SAFILO GROUP SPA
EQ0022004,BBG001SKB6P9,JPMORGAN INDIA GROWTH & INCO
EQ0022005,BBG001SKB7C1,PARADEEP PHOSPHATES LTD
EQ0022006,BBG001SKB8X6,BIM SON PACKING CO
EQ0022007,BBG001SKB8Y5,HAPACO GROUP JSC
EQ0022008,BBG001SKB946,HACISCO JSC
EQ0022009,BBG001SKB955,VTC TELECOMMUNICATIONS JSC
EQ0022010,BBG001SKBCW8,SAKSOFT LTD
EQ0022011,BBG001SKBD01,AMIAD WATER SYSTEMS LTD
EQ0022012,BBG001SKBDC8,MORGAN GROUP HOLDING CO
EQ0022013,BBG001SKBFY9,PLATINUM GROUP METALS LTD
EQ0022014,BBG001SKBGX8,CHINA TING GROUP HLDGS LTD
EQ0022015,BBG001SKBJY1,WELLDONE CO
EQ0022016,BBG001SKBK14,KYOKUTO CO LTD
EQ0022017,BBG001SKBK41,SUNSET ISLAND GROUP INC
EQ0022018,BBG001SKBK96,KWANG MING SILK MILL CO LTD
EQ0022019,BBG001SKBKJ5,PRIME ELECTRONICS & SATELLIT
EQ0022020,BBG001SKBLH5,INFINITUM COPPER CORP
EQ0022021,BBG001SKBM29,PESONA METRO HOLDINGS
EQ0022022,BBG001SKBM65,EGYPTIAN RESORTS CO
EQ0022023,BBG001SKBMD7,GULF CANADIAN REAL ESTATE IN
EQ0022024,BBG001SKBMM7,TRANSIMEX CORP
EQ0022025,BBG001SKBMQ3,GEMADEPT GROUP CORP
EQ0022026,BBG001SKBMX5,INVESTSMART GROUP LTD
EQ0022027,BBG001SKBN45,HALONG CANNED FOOD JSC
EQ0022028,BBG001SKBNB7,LONG AN FOOD PROCESSING
EQ0022029,BBG001SKBNC6,AVIDUS MANAGEMENT GROUP INC
EQ0022030,BBG001SKBNS9,EQUINIX INC
EQ0022031,BBG001SKBNZ1,SAIGON HOTEL CORP
EQ0022032,BBG001SKBQ20,MOLINA HEALTHCARE INC
